metric,BreakDown,LIME,SHAP
AvgSensitivity,1.055909880201192,0.9847635296702251,1.2215264645052673
Completeness,0.0,0.0,0.0
Complexity,1.2788655391357464,1.6588812708583103,1.417418498890672
Consistency,0.5714285713469388,0.5714285713469388,0.5714285713469388
Faithfulness,0.03436846508147298,0.10483216031232716,0.026644563548286544
FaithfulnessEstimate,0.5153612703343534,0.24002723995917327,-0.1806071846472871
LocalLipschitzEstimate,3.0593837614374277,16.84106029073751,1.810312878998052
MaxSensitivity,2.2595518229788594,1.806110511024695,3.3928899494197506
Monotonicity,1.0,1.0,1.0
MonotonicityCorrelation,0.21379056939684035,0.43482827673933633,0.3551097593371247
MonotonicityMetric,0.125,0.125,0.125
NonSensitivity,1.625,1.625,1.625
RelativeInputStability,0.5178858087169993,0.20890159716526704,0.17813709357507526
RelativeOutputStability,1080746.3178427808,342278.98552121705,393478.2608768533
SensitivityN,0.46492501567336064,0.33920822901176706,0.36294428350717656
Sparseness,0.5124391059624226,0.2638149764966435,0.40230800094093444
Sufficiency,0.53125,0.71875,0.47916666666666663
