timestamp,TP2,TP3,DV_pressure,Oil_temperature,Motor_current,Towers,LPS,Pressure_switch,Oil_level,Caudal_impulses
2020-07-16 18:00:00,0.003395597224367194,-0.004434725374147723,0.05822831467403847,-0.002398848046212031,-0.005719172285767891,0.0,0.004559213794587094,0.0,0.0,0.0
2020-07-17 01:30:00,0.0038598715970200336,0.0070653227437675395,0.06281268782511301,-0.0025552112987060295,-0.0028586845396966504,0.0,0.0013041541621063844,0.0,0.0,0.0
2020-07-17 02:30:00,0.005563824338864655,0.008080449772745177,0.06180526914849919,-0.003584953743091545,-0.003991674422524337,0.0,-0.0031757104168182943,0.0,0.0,0.0
2020-07-17 03:30:00,0.0029875462265387654,0.007845861740637583,0.056918626863815346,-0.001196063426383037,-0.004450098393559118,0.0,0.003531016869405311,0.0,0.0,0.0
2020-07-17 04:30:00,0.0018357597274196882,0.008313398492302802,0.05943358028633882,-0.0012506743825743398,-0.002430493360178908,0.0,-0.0013110731413342458,0.0,0.0,0.0
2020-07-17 05:00:00,0.0037881475582461637,0.006821208956649554,0.059437746627973076,-0.0003699909563286545,0.005617389800156896,0.0,0.001220967258044623,0.0,0.0,0.0
2020-07-17 05:30:00,0.0027710549280392676,0.007725844402795818,0.055464516078421296,-0.0009231417300501304,0.007467612986123081,0.0,-0.00041395023836966353,0.0,0.0,0.0
2020-07-21 22:00:00,-0.0004907074025099549,-0.0035612313658588517,0.06298551804192655,-0.0006022829080487087,-0.00335555728978951,0.0,-0.0008450956823275681,0.0,0.0,0.0
2020-07-22 10:00:00,-0.0022241700768776728,0.0025082887131032097,-0.015073440291064485,-0.00019258755326380346,-0.0019471712199479279,0.0,-0.00495083725842344,0.0,0.0,0.0
2020-07-24 09:00:00,-0.000878501853222211,-0.003222442073234734,-0.014246159557516506,-0.00034054987167139565,-0.0019424671674801634,0.0,0.003095733151269549,0.0,0.0,0.0
2020-07-28 23:00:00,0.004664871288995696,0.007622501059296383,-0.01464822220649194,-2.5860236247851624e-05,0.006175005375901621,0.0,0.0022118335442914273,0.0,0.0,0.0
2020-07-30 08:30:00,-0.001612688041007397,-0.004050422124060091,-0.014418766129478714,-5.255824396114797e-05,-0.0012459600326498819,0.0,0.0015720450565241309,0.0,0.0,0.0
